path,class,sport
UCF50/PlayingPiano/v_PlayingPiano_g16_c03.avi,12,PlayingPiano
UCF50/SoccerJuggling/v_SoccerJuggling_g09_c01.avi,2,SoccerJuggling
UCF50/JavelinThrow/v_JavelinThrow_g05_c04.avi,42,JavelinThrow
UCF50/PommelHorse/v_PommelHorse_g24_c02.avi,27,PommelHorse
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c06.avi,10,ThrowDiscus
UCF50/SoccerJuggling/v_SoccerJuggling_g13_c05.avi,2,SoccerJuggling
UCF50/PizzaTossing/v_PizzaTossing_g17_c02.avi,22,PizzaTossing
UCF50/Biking/v_Biking_g06_c01.avi,7,Biking
UCF50/BenchPress/v_BenchPress_g12_c03.avi,6,BenchPress
UCF50/HorseRiding/v_HorseRiding_g06_c05.avi,29,HorseRiding
UCF50/PlayingPiano/v_PlayingPiano_g12_c02.avi,12,PlayingPiano
UCF50/Nunchucks/v_Nunchucks_g10_c05.avi,26,Nunchucks
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g17_c02.avi,41,RockClimbingIndoor
UCF50/Biking/v_Biking_g07_c05.avi,7,Biking
UCF50/VolleyballSpiking/v_VolleyballSpiking_g22_c02.avi,8,VolleyballSpiking
UCF50/Skijet/v_Skijet_g14_c04.avi,35,Skijet
UCF50/Drumming/v_Drumming_g07_c04.avi,33,Drumming
UCF50/PlayingGuitar/v_PlayingGuitar_g16_c02.avi,9,PlayingGuitar
UCF50/PlayingGuitar/v_PlayingGuitar_g17_c06.avi,9,PlayingGuitar
UCF50/WalkingWithDog/v_WalkingWithDog_g07_c05.avi,34,WalkingWithDog
UCF50/Kayaking/v_Kayaking_g19_c03.avi,44,Kayaking
UCF50/Billiards/v_Billards_g24_c05.avi,25,Billiards
UCF50/Mixing/v_Mixing_g10_c04.avi,14,Mixing
UCF50/PoleVault/v_PoleVault_g14_c05.avi,13,PoleVault
UCF50/Swing/v_Swing_g15_c05.avi,46,Swing
UCF50/Nunchucks/v_Nunchucks_g18_c05.avi,26,Nunchucks
UCF50/HighJump/v_HighJump_g13_c04.avi,49,HighJump
UCF50/Mixing/v_Mixing_g07_c05.avi,14,Mixing
UCF50/TrampolineJumping/v_TrampolineJumping_g20_c04.avi,24,TrampolineJumping
UCF50/TennisSwing/v_TennisSwing_g22_c03.avi,30,TennisSwing
UCF50/HorseRiding/v_HorseRiding_g17_c03.avi,29,HorseRiding
UCF50/YoYo/v_YoYo_g09_c03.avi,1,YoYo
UCF50/Biking/v_Biking_g08_c02.avi,7,Biking
UCF50/PlayingTabla/v_PlayingTabla_g08_c04.avi,38,PlayingTabla
UCF50/Billiards/v_Billards_g05_c01.avi,25,Billiards
UCF50/BaseballPitch/v_BaseballPitch_g15_c07.avi,4,BaseballPitch
UCF50/Skiing/v_Skiing_g03_c07.avi,45,Skiing
UCF50/SalsaSpin/v_SalsaSpin_g20_c03.avi,11,SalsaSpin
UCF50/PoleVault/v_PoleVault_g18_c02.avi,13,PoleVault
UCF50/PommelHorse/v_PommelHorse_g13_c05.avi,27,PommelHorse
UCF50/BaseballPitch/v_BaseballPitch_g09_c02.avi,4,BaseballPitch
UCF50/SkateBoarding/v_SkateBoarding_g20_c03.avi,28,SkateBoarding
UCF50/PoleVault/v_PoleVault_g12_c01.avi,13,PoleVault
UCF50/SoccerJuggling/v_SoccerJuggling_g20_c05.avi,2,SoccerJuggling
UCF50/Biking/v_Biking_g15_c01.avi,7,Biking
UCF50/SkateBoarding/v_SkateBoarding_g03_c01.avi,28,SkateBoarding
UCF50/TaiChi/v_TaiChi_g07_c01.avi,31,TaiChi
UCF50/TennisSwing/v_TennisSwing_g15_c02.avi,30,TennisSwing
UCF50/JavelinThrow/v_JavelinThrow_g03_c04.avi,42,JavelinThrow
UCF50/WalkingWithDog/v_WalkingWithDog_g22_c04.avi,34,WalkingWithDog
UCF50/Billiards/v_Billards_g21_c05.avi,25,Billiards
UCF50/Biking/v_Biking_g21_c10.avi,7,Biking
UCF50/HulaHoop/v_HulaHoop_g12_c01.avi,18,HulaHoop
UCF50/Biking/v_Biking_g25_c02.avi,7,Biking
UCF50/MilitaryParade/v_MilitaryParade_g12_c04.avi,3,MilitaryParade
UCF50/WalkingWithDog/v_WalkingWithDog_g21_c01.avi,34,WalkingWithDog
UCF50/ThrowDiscus/v_ThrowDiscus_g12_c04.avi,10,ThrowDiscus
UCF50/JavelinThrow/v_JavelinThrow_g24_c06.avi,42,JavelinThrow
UCF50/SoccerJuggling/v_SoccerJuggling_g14_c03.avi,2,SoccerJuggling
UCF50/Swing/v_Swing_g05_c06.avi,46,Swing
UCF50/Mixing/v_Mixing_g21_c04.avi,14,Mixing
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g10_c04.avi,41,RockClimbingIndoor
UCF50/Lunges/v_Lunges_g11_c08.avi,36,Lunges
UCF50/Kayaking/v_Kayaking_g20_c07.avi,44,Kayaking
UCF50/WalkingWithDog/v_WalkingWithDog_g16_c01.avi,34,WalkingWithDog
UCF50/PlayingPiano/v_PlayingPiano_g17_c03.avi,12,PlayingPiano
UCF50/HulaHoop/v_HulaHoop_g20_c07.avi,18,HulaHoop
UCF50/SkateBoarding/v_SkateBoarding_g15_c02.avi,28,SkateBoarding
UCF50/Punch/v_Punch_g19_c01.avi,39,Punch
UCF50/HorseRiding/v_HorseRiding_g19_c04.avi,29,HorseRiding
UCF50/PushUps/v_PushUps_g05_c01.avi,43,PushUps
UCF50/Biking/v_Biking_g15_c02.avi,7,Biking
